,ProductId,ProductName,Cost,Price,Rating,ProductTag,AvalQuantity,BoxDimensions
273,4784,Golden Turmeric Wrapped Cashews,5.99,13.0,3.5385,savoury,56,6.62x6.18x4.12
274,4825,Hawaiian Golden Blend Medium Roast Ground Coffee,5.29,13.95,4.4215,"coffee,ground",106,2.25x 3.75x 7.75
275,4829,French Press-to-go,16.5,36.0,0.0,coffee,364,9x7x4
276,4830,Nova Crystal Whiskey Glasses,10.95,24.95,4.6935,hard liquor,186,3.5x7x4
277,4831,Revere Whiskey Old Fashioned Glasses,8.0,45.95,4.1698,hard liquor,188,3.75x7.25x4
278,4862,TP-Link Kasa Smart Plug (EP10),10.0,20.0,3.75,smart product,402,
279,4865,Relaxing Lavender Eye Mask in William Morris Snakeshead with Rich Velvet Backing,17.35,37.7,3.9744,Health and fitness,14,
280,4868,Bandana Bib with Teether 4-Pack,9.99,19.98,5.0,Kids,11,0.5x8 x10
281,4873,Aberdeen Plaid Flannel Dog Bandana,13.0,29.0,0.0,Pets,10,4.5x2.5x1
282,4875,Black and White Check Flannel Bandana,13.0,29.0,0.0,Pets,8,4.5x2.5x1
283,4876,Buffalo Check Dog Bone Squeaky Toy  Buffalo Black and White,8.0,19.0,5.0,Pets,7,4.5x7.5x1
284,4877,Juniper Plaid Flannel Dog Bandana,13.0,29.0,0.0,Pets,9,4.5x2.5x1
285,4878,Red and Black Check Dog Bone Squeaky Toy,8.0,19.0,5.0,Pets,2,4.5x7.5x1
286,4879,4 oz Sea Salt & Black Pepper Toasted Cashews Gourmet Box,5.25,13.5,4.6667,Savoury,63,6.5x3.25x1.5
287,4884,Deep Scalp Massager,15.0,30.0,0.0,Health and fitness,5,6x4x4
288,4885,Spiked Jade Facial Massager Roller,6.9,13.8,0.0,Health and fitness,1,7x3.5x1.5
289,4886,USB mug warmer,8.5,17.0,0.0,Smart Product,5,6.5x7x1
290,4888,Let's Think Portable Conversation Cards,0.0,11.99,0.0,Kids,12,3.52x1.7x0.59
291,4889,Let's Chat Portable Conversation Starter Cards,0.0,11.99,0.0,Kids,12,8.58x8.93x0.49
292,4897,Polaroid Now i‑Type Instant Camera,89.99,122.99,0.0,Photography,24,4.96x3.94x6.4
293,4898,Polaroid Pocket Photo Printer,68.0,102.99,1.0,Photography,23,3.98x6.89x1.81
294,4899,Polaroid Printer Paper Cartridge ‑ 20 sheets,11.0,16.99,1.0,Photography,28,3.43x5.75x1.34
295,4900,Polaroid Go Instant Camera,74.99,99.99,0.0,Photography,21,
296,4901,Polaroid Go Color Film Double Pack,15.59,19.99,0.0,Photography,23,
297,4902,Socks that protect the arctic (Medium),22.5,34.95,0.0,Health and fitness,25,4x8.5x2.76
298,4904,Winter Village 3 Piece Candy Bento Box,25.07,32.0,4.75,Sweet,4,
299,4905,3 Piece Candy Bento Box (contains Alcohol),23.47,30.0,0.0,sweet,98,10x4x3
300,4909,"LIFVER 8 Packs Absorbent Drink Coaster Sets, Multicolors",11.04,19.99,0.0,homeware,17,5x5x4
301,4910,Google Nest Smart Thermostat,99.9,129.99,0.0,smart product,12,5x5x2
302,4912,OontZ Bluetooth Speaker,14.44,23.99,0.0,"speaker,smart product",2,3.5x3.5x5
303,4913,Bose Quiet Comfort Noise Cancelling Earbuds,199.0,282.0,0.0,"music,smart product",5,6x6x3
304,4914,Fire 7 tablet,34.99,52.99,0.0,smart product,4,9x6x2
305,4915,Amazfit Band 5 Fitness Tracker,29.99,42.99,5.0,smart product,2,7x3x1
306,4916,Echo Dot (4th Gen) Kids - Panda,34.99,62.99,0.0,smart product,4,6.5x4x4
307,4917,Bose - SoundLink Color Bluetooth speaker II- aqua blue,119.99,132.0,0.0,"Smart Product,music",27,8x6x3
308,4918,Beats Solo3 Wireless Headphones (Holiday Limited),99.9,199.95,0.0,music,8,7x5x4
309,4920,Kindle Kids- with rainbow cover,59.99,112.99,0.0,"kids,smart product",2,9x5x1
310,4921,Glacier Rocks - Hexagonal Ice Cubes (set Of 4),13.74,22.99,4.0,"Hard Liquor,Accessory,LiquorAccessory",61,4.9x 5x1.3
311,4929,MM Elite Flask Set,14.0,38.0,3.4,"accessory,hard liquor,LiquorAccessory",166,9x7x2
312,4948,Rose Tea Bears,3.97,8.95,0.0,sweet,15,
313,4949,Ice Cream Cones,6.63,11.95,0.0,sweet,19,2x2x2
314,4959,Tenda Mini Smart Wi-Fi Plug SP3,8.5,17.0,3.75,smart product,54,4x3x3
315,4960,Tenda Mini Smart Wi-Fi Plug SP6,7.19,9.0,4.2,smart product,65,4x3x3
316,4961,Chamomile - Caffeine Free Teabag Tin,6.85,15.6,0.0,tea,253,2.75x2.75x5.25
317,4962,English Breakfast - 20 Teabags in Signature Tea Tin,6.85,16.75,5.0,tea,243,2.75x2.75x5.25
318,4978,TP- Link Kasa Smart WiFi Plug Slim with Energy Monitoring,18.0,28.56,5.0,smart product,111,2.62x1.57x1.5
319,4988,Kaffe Electric Coffee Grinder,18.0,27.99,2.75,coffee,41,4.25x4.25x7
320,4991,Aervana Portable Wine Aeration Kit (Black),42.65,79.95,3.7857,"wine,accessory,LiquorAccessory",8,6.81x4.57x2.48
321,4992,Echo Show 8 -- HD Smart Display with Alexa- Charcoal,59.99,109.99,0.0,smart product,2,8x8x4
322,4994,"Echo (4th Gen) With premium sound, smart home hub and Alexa-Charcoal",59.99,99.99,0.0,smart product,4,6x8x6
323,5007,ShutterGrip2 Secure Camera Handle (limited),0.0,42.95,3.9487,photography,192,
324,5032,Black Stemless Wine Cup,12.75,38.25,4.9091,wine,43,5x3.5x3.5
325,5043,Stainless Steel Pyrite 10oz Tumbler with Lid,10.0,23.0,4.9167,"wine,accessory,LiquorAccessory",210,3.4x3.3.x6.2
326,5059,Nicholas Collection Vacuum Wine Saver With 2 Stoppers,7.75,18.5,4.3333,"wine,accessory,LiquorAccessory",60,
327,5060,Wine Aerator,14.0,27.99,4.0,"wine,accessory,LiquorAccessory",6,
328,5061,Wine Aerator,12.0,27.0,4.2353,"wine,accessory,LiquorAccessory",16,
329,5067,Brown Wallet Card Holder,11.0,52.95,0.0,gadget,69,
330,5068,Espresso Wallet Card Holder,11.0,52.95,0.0,gadget,68,
331,5069,Black Wallet Card Holder,11.0,42.95,0.0,gadget,65,
332,5088,Pillow Speaker,24.0,62.9,0.0,music,1,
333,5089,Vanilla Earl Grey Cookies - Oxford,3.75,10.5,3.8889,sweet,30,
334,5186,Cacao Banana Crisps,3.71,8.99,0.0,"snacks,healthy,gluten free,poleo,vegan",20,3x5.5x8
335,5187,Keto 'Everything' Flax Crackers,3.71,8.99,4.5,"snacks,keto,gluten free,poleo,vegan",2,3x5.5x8
336,5202,Charge Card,29.95,62.9,0.0,smart product,38,
337,5234,Pecan Shortbread cookies,2.0,9.0,0.0,sweet,36,
338,5235,Vanilla Bean Shortbread Cookies,3.0,9.0,0.0,sweet,47,
339,5236,Cocoa Biscuits,2.75,8.5,3.0,sweet,18,
340,5249,Wine Infused Gourmet Popcorn,6.0,13.0,0.0,savoury,2,"5"" W x 9.4"" H x 3.1"" D"
341,5250,Whiskey Infused Gourmet Popcorn,5.7,11.99,0.0,savoury,11,"5"" W x 9.4"" H x 3.1"" H"
